Date,Close,DailyReturn
2024-01-16,160.52,0.056099233310480216
2024-01-12,162.39,1.1649638674308347
2024-01-11,161.15,-0.7635938173532735
2024-01-10,161.87,0.446788706174371
2024-01-09,161.63,-0.14826712794218144
2024-01-08,161.53,-0.06186970240672791
2024-01-05,161.13,-0.24763201882003696
2024-01-04,160.63,-0.31030844659591633
2024-01-03,160.97,0.2116665629085497
2024-01-02,159.97,-0.6212337702677517
2023-12-29,156.74,-2.019128586609983
2023-12-28,156.58,-0.10207987750414482
2023-12-27,156.35,-0.14688976880828852
2023-12-26,156.14,-0.13431403901503547
2023-12-22,155.46,-0.4355065966440236
2023-12-21,154.84,-0.398816415798279
2023-12-20,153.27,-1.0139498837509644
2023-12-19,156.46,2.08129444770666
2023-12-18,155.44,-0.6519238143934617
2023-12-15,155.16,-0.18013381369017056
2023-12-14,156.87,1.1020881670533695
2023-12-13,155.79,-0.6884681583476844
2023-12-12,155.07,-0.46216060080878035
2023-12-11,155.06,-0.006448700586825889
2023-12-08,154.42,-0.4127434541467914
2023-12-07,155.4,0.6346328195829674
2023-12-06,156.62,0.7850707850707843
2023-12-05,158.55,1.232281956327421
2023-12-04,158.88,0.2081362346262908
2023-12-01,158.38,-0.3147029204431017
2023-11-30,154.66,-2.348781411794418
2023-11-29,152.11,-1.6487779645674272
2023-11-28,151.63,-0.3155611070935626
2023-11-27,151.28,-0.23082503462375142
2023-11-24,152.5,0.8064516129032251
2023-11-22,150.82,-1.1016393442622996
2023-11-21,151.12,0.19891261105954872
2023-11-20,149.91,-0.8006881948120751
2023-11-17,149.79,-0.0800480288172934
2023-11-16,150.1,0.20695640563455656
2023-11-15,148.8,-0.8660892738174436
2023-11-14,147.66,-0.7661290322580744
2023-11-13,147.63,-0.0203169443315733
2023-11-10,147.25,-0.2574002574002543
2023-11-09,147.42,0.11544991511034805
2023-11-08,150.35,1.9875186541853256
2023-11-07,150.9,0.3658131027602337
2023-11-06,151.7,0.5301524188203995
2023-11-03,151.34,-0.23731048121291054
2023-11-02,150.24,-0.7268402273027582
2023-11-01,148.69,-1.0316826411075686
2023-10-31,148.34,-0.23538906449659985
2023-10-30,147.03,-0.8831063772414738
2023-10-27,145.6,-0.9725906277630462
2023-10-26,149.0,2.335164835164839
2023-10-25,151.57,1.724832214765096
2023-10-24,151.23,-0.22431879659563464
2023-10-23,151.39,0.10579911393241857
2023-10-20,153.0,1.0634784331858205
2023-10-19,152.32,-0.44444444444444886
2023-10-18,152.73,0.26917016806722466
2023-10-17,156.09,2.1999607149872413
2023-10-16,157.53,0.9225446857582149
2023-10-13,156.85,-0.4316638100679279
2023-10-12,156.33,-0.3315269365635842
2023-10-11,156.18,-0.09595087315294933
2023-10-10,158.36,1.3958253297477312
2023-10-09,158.54,0.11366506693608132
2023-10-06,157.64,-0.5676800807367262
2023-10-05,157.14,-0.3171783811215428
2023-10-04,155.52,-1.0309278350515312
2023-10-03,155.34,-0.11574074074074511
2023-10-02,155.15,-0.12231234710956465
2023-09-29,155.75,0.38672252658717005
2023-09-28,156.88,0.7255216693418912
2023-09-27,157.11,0.14660887302397896
2023-09-26,159.02,1.2157087390999914
2023-09-25,160.26,0.7797761287888194
2023-09-22,160.5,0.14975664545114759
2023-09-21,161.66,0.7227414330218047
2023-09-20,162.91,0.7732277619695658
2023-09-19,162.2,-0.4358234608065852
2023-09-18,162.47,0.16646115906289166
2023-09-15,161.45,-0.6278082107466056
2023-09-14,163.74,1.4183957881697247
2023-09-13,163.99,0.15268107976059606
2023-09-12,163.58,-0.2500152448319999
2023-09-11,162.66,-0.562415943269358
2023-09-08,160.56,-1.291036517890074
2023-09-07,160.03,-0.3300946686596918
2023-09-06,158.01,-1.2622633256264515
2023-09-05,160.68,1.6897664704765625
2023-09-01,160.48,-0.12447099825741662
2023-08-31,161.68,0.7477567298105791
2023-08-30,163.73,1.2679366650173076
2023-08-29,164.31,0.35424173944910065
2023-08-28,164.29,-0.012172113687548069
2023-08-25,166.25,1.1930123561994084
2023-08-24,165.09,-0.6977443609022537
2023-08-23,164.53,-0.3392089163486597
2023-08-22,166.02,0.9056099191636838
2023-08-21,167.35,0.801108300204785
2023-08-18,172.49,3.0714072303555513
2023-08-17,174.01,0.8812105049567985
2023-08-16,172.39,-0.9309809781047093
2023-08-15,172.94,0.31904402807588106
2023-08-14,173.44,0.28911761304498673
2023-08-11,173.85,0.23639298892988736
2023-08-10,172.17,-0.9663503019844734
2023-08-09,173.07,0.5227391531625751
2023-08-08,173.18,0.06355809787947862
2023-08-07,173.1,-0.04619471070563143
2023-08-04,169.04,-2.345465049104565
2023-08-03,170.64,0.9465215333648808
2023-08-02,169.91,-0.4278012189404535
2023-08-01,168.89,-0.6003178153139958
2023-07-31,167.53,-0.8052578601456483
2023-07-28,174.48,4.148510714498889
2023-07-27,173.69,-0.45277395690049976
2023-07-26,172.72,-0.5584662329437498
2023-07-25,172.39,-0.19106067623900677
2023-07-24,171.08,-0.7599048668716132
2023-07-21,170.19,-0.5202244563946777
2023-07-20,168.38,-1.0635172454315778
2023-07-19,158.74,-5.725145504216645
2023-07-18,159.06,0.20158750157489805
2023-07-17,159.07,0.0062869357475109425
2023-07-14,159.87,0.5029232413402975
2023-07-13,158.81,-0.6630387189591558
2023-07-12,158.08,-0.4596687866003336
2023-07-11,158.63,0.3479251012145641
2023-07-10,159.51,0.5547500472798307
2023-07-07,159.25,-0.1629991850040693
2023-07-06,161.6,1.4756671899529008
2023-07-05,162.81,0.7487623762376286
2023-07-03,163.35,0.3316749585406253
2023-06-30,165.52,1.3284358738904292
2023-06-29,164.1,-0.8579023682938715
2023-06-28,162.96,-0.6946983546617833
2023-06-27,163.29,0.2025036818851154
2023-06-26,163.63,0.2082185069508258
2023-06-23,165.48,1.1305995233147923
2023-06-22,165.62,0.0846023688663372
2023-06-21,163.88,-1.0505977538944626
2023-06-20,164.13,0.1525506468147425
2023-06-16,164.23,0.06092731371473485
2023-06-15,163.73,-0.30445107471229377
2023-06-14,161.56,-1.3253527148353923
2023-06-13,160.74,-0.5075513741024964
2023-06-12,159.9,-0.5225830533781283
2023-06-09,160.01,0.06879299562225466
2023-06-08,160.26,0.15624023498531345
2023-06-07,158.52,-1.0857356795207667
2023-06-06,158.18,-0.21448397678526582
2023-06-05,158.32,0.0885067644455597
2023-06-02,156.97,-0.8527033855482532
2023-06-01,154.54,-1.5480665095241173
2023-05-31,155.06,0.3364824640869744
2023-05-30,154.37,-0.4449890365019977
2023-05-26,154.35,-0.01295588521086366
2023-05-25,154.41,0.0388726919339179
2023-05-24,156.66,1.4571595103944046
2023-05-23,156.81,0.09574875526618518
2023-05-22,156.87,0.03826286588865651
2023-05-19,158.91,1.300439854656717
2023-05-18,158.48,-0.27059341765779804
2023-05-17,158.99,0.321807168096933
2023-05-16,159.34,0.22013963142335635
2023-05-15,159.55,0.13179364880131036
2023-05-12,160.78,0.7709182074584705
2023-05-11,160.99,0.1306132603557706
2023-05-10,161.65,0.40996335176097676
2023-05-09,161.05,-0.37117228580265654
2023-05-08,162.31,0.7823657249301402
2023-05-05,162.68,0.22795884418705228
2023-05-04,162.13,-0.3380870420457409
2023-05-03,162.87,0.4564238573983896
2023-05-02,165.03,1.3262110885982665
2023-05-01,163.6,-0.8665091195540245
2023-04-28,163.7,0.061124694376524645
2023-04-27,163.0,-0.4276114844227176
2023-04-26,162.62,-0.23312883435582543
2023-04-25,165.18,1.5742221129012437
2023-04-24,163.68,-0.9081002542680713
2023-04-21,162.69,-0.6048387096774249
2023-04-20,163.58,0.5470526768701303
2023-04-19,162.53,-0.641887761340024
2023-04-18,161.01,-0.935211960868769
2023-04-17,165.67,2.894230172039002
2023-04-14,165.84,0.10261362950444615
2023-04-13,166.11,0.1628075253256212
2023-04-12,163.92,-1.3184034675817387
2023-04-11,164.27,0.2135187896535034
2023-04-10,164.32,0.03043769404028912
2023-04-06,165.15,0.5051119766309716
2023-04-05,165.61,0.2785346654556512
2023-04-04,158.49,-4.299257291226378
2023-04-03,156.85,-1.0347656003533439
2023-03-31,155.0,-1.1794708320050968
2023-03-30,153.43,-1.0129032258064472
2023-03-29,153.31,-0.07821156227595942
2023-03-28,151.82,-0.9718870262866148
2023-03-27,153.3,0.9748386246871416
2023-03-24,152.65,-0.42400521852577017
2023-03-23,151.13,-0.9957418932197905
2023-03-22,151.05,-0.052934559650621375
2023-03-21,153.89,1.8801721284342765
2023-03-20,153.89,0.0
2023-03-17,152.38,-0.9812203521996172
2023-03-16,154.03,1.0828192676204262
2023-03-15,154.35,0.20775173667466934
2023-03-14,153.92,-0.2785876255264055
2023-03-13,153.06,-0.5587318087317992
2023-03-10,151.61,-0.9473409120606223
2023-03-09,151.24,-0.24404722643625387
2023-03-08,152.96,1.1372652737371056
2023-03-07,154.09,0.73875523012552
2023-03-06,155.56,0.9539879291323244
2023-03-03,154.02,-0.9899717150938493
2023-03-02,152.45,-1.0193481366056496
2023-03-01,152.57,0.0787143325680581
2023-02-28,153.26,0.45225142557514436
2023-02-27,155.63,1.5463917525773225
2023-02-24,155.97,0.21846687656621694
2023-02-23,157.73,1.1284221324613648
2023-02-22,157.78,0.0316997400621387
2023-02-21,158.0,0.13943465584991688
2023-02-17,160.39,1.5126582278480927
2023-02-16,158.24,-1.3404825737265276
2023-02-15,159.37,0.7141051567239607
2023-02-14,162.04,1.6753466775428172
2023-02-13,162.75,0.43816341644039
2023-02-10,162.15,-0.36866359447004254
2023-02-09,161.4,-0.46253469010175763
2023-02-08,163.61,1.369268897149943
2023-02-07,163.4,-0.12835401259092227
2023-02-06,163.36,-0.024479804161561834
2023-02-03,164.61,0.7651811949069539
2023-02-02,165.54,0.5649717514124162
2023-02-01,164.92,-0.3745318352059953
2023-01-31,163.42,-0.9095318942517585
2023-01-30,162.0,-0.8689266919593609
2023-01-27,168.23,3.845679012345673
2023-01-26,168.89,0.3923200380431532
2023-01-25,169.51,0.36710284800758164
2023-01-24,168.31,-0.7079228364108245
2023-01-23,168.31,0.0
2023-01-20,168.74,0.2554809577565248
2023-01-19,169.53,0.4681758919047007
2023-01-18,169.76,0.13566920309089234
2023-01-17,172.36,1.5315739868049145
2023-01-13,173.43,0.6207936876305368
2023-01-12,174.0,0.3286628610966921
2023-01-11,174.88,0.505747126436779
2023-01-10,175.16,0.1601097895699915
2023-01-09,175.58,0.23978077186573185
2023-01-06,180.25,2.659756236473395
2023-01-05,178.8,-0.8044382801664292
2023-01-04,180.13,0.743847874720349
2023-01-03,178.19,-1.0769999444845377
2022-12-30,176.65,-0.8642460295190483
2022-12-29,177.56,0.5151429380130181
2022-12-28,176.66,-0.5068709168731729
2022-12-27,177.43,0.43586550435866084
2022-12-23,177.48,0.02818012737416612
2022-12-22,177.03,-0.25354969574035874
2022-12-21,177.68,0.36716940631531697
2022-12-20,175.67,-1.1312471859522846
2022-12-19,175.48,-0.10815734046792153
2022-12-16,175.67,0.10827444723045232
2022-12-15,177.49,1.0360334718506414
2022-12-14,179.76,1.2789452926925358
2022-12-13,179.21,-0.3059635068980769
2022-12-12,177.84,-0.7644662686234052
2022-12-09,175.74,-1.1808367071524934
2022-12-08,177.2,0.8307727324456466
2022-12-07,177.17,-0.016930022573364074
2022-12-06,176.1,-0.6039397189140335
2022-12-05,178.78,1.52186257808064
2022-12-02,178.88,0.055934668307413754
2022-12-01,178.74,-0.078264758497309
2022-11-30,178.0,-0.4140091753384856
2022-11-29,176.09,-1.0730337078651666
2022-11-28,177.33,0.7041853597592191
2022-11-25,177.24,-0.0507528336998835
2022-11-23,177.01,-0.12976754682916847
2022-11-22,176.82,-0.1073385684424596
2022-11-21,175.97,-0.48071485126116636
2022-11-18,176.2,0.13070409728930488
2022-11-17,174.86,-0.7604994324630959
2022-11-16,173.46,-0.8006405124099312
2022-11-15,172.39,-0.6168569122564405
2022-11-14,171.91,-0.27843842450257544
2022-11-11,169.25,-1.5473212727589998
2022-11-10,174.47,3.0841949778434263
2022-11-09,172.45,-1.1577921705737435
2022-11-08,173.84,0.806030733545964
2022-11-07,172.98,-0.49470777726645976
2022-11-04,171.48,-0.8671522719389525
2022-11-03,170.72,-0.44320037322136163
2022-11-02,170.43,-0.16986879100280697
2022-11-01,173.09,1.560758082497211
2022-10-31,173.97,0.5084060315442807
2022-10-28,174.87,0.5173305742369407
2022-10-27,172.31,-1.4639446445931277
2022-10-26,172.21,-0.05803493703209002
2022-10-25,170.71,-0.8710295569362987
2022-10-24,170.98,0.15816296643429315
2022-10-21,168.71,-1.327640659726273
2022-10-20,165.11,-2.1338391322387493
2022-10-19,164.69,-0.2543758706317097
2022-10-18,166.01,0.80150585949359
2022-10-17,166.59,0.3493765435817195
2022-10-14,164.46,-1.27858815054925
2022-10-13,165.15,0.4195549069682583
2022-10-12,162.69,-1.4895549500454182
2022-10-11,162.73,0.024586637162697177
2022-10-10,160.41,-1.4256744300374813
2022-10-07,160.2,-0.13091453151300292
2022-10-06,161.91,1.0674157303370837
2022-10-05,165.11,1.9764066456673568
2022-10-04,165.62,0.30888498576705886
2022-10-03,163.2,-1.4611761864509214
2022-09-30,163.36,0.09803921568628984
2022-09-29,164.53,0.7162095984329012
2022-09-28,166.36,1.1122591624627804
2022-09-27,164.94,-0.8535705698485307
2022-09-26,165.7,0.4607736146477452
2022-09-23,166.72,0.6155703077851601
2022-09-22,166.18,-0.3238963531669818
2022-09-21,163.28,-1.745095679383804
2022-09-20,164.97,1.0350318471337565
2022-09-19,166.28,0.7940837728071785
2022-09-16,167.6,0.7938417127736307
2022-09-15,165.08,-1.5035799522672924
2022-09-14,164.66,-0.25442209837655433
2022-09-13,161.33,-2.0223490829588147
2022-09-12,165.64,2.6715428004710677
2022-09-09,165.71,0.042260323593347984
2022-09-08,165.39,-0.1931084424597318
2022-09-07,164.07,-0.7981135497913981
2022-09-06,163.18,-0.5424513926982302
2022-09-02,162.74,-0.2696408873636461
2022-09-01,165.34,1.5976404080127775
2022-08-31,161.34,-2.41925728801258
2022-08-30,162.43,0.6755919176893538
2022-08-29,163.0,0.35092039647847884
2022-08-26,164.27,0.7791411042944848
2022-08-25,167.13,1.7410360991051226
2022-08-24,165.58,-0.9274217674863777
2022-08-23,166.13,0.3321657204976343
2022-08-22,167.59,0.8788298320592355
2022-08-19,169.31,1.0263142192254902
2022-08-18,166.77,-1.5002067213986132
2022-08-17,167.58,0.4856988667026457
2022-08-16,167.57,-0.005967299200393439
2022-08-15,166.09,-0.8832129856179446
2022-08-12,165.3,-0.4756457342404673
2022-08-11,167.14,1.113127646702949
2022-08-10,170.67,2.1120019145626427
2022-08-09,170.18,-0.2871037675045296
2022-08-08,170.2,0.01175226231048408
2022-08-05,171.11,0.5346650998825059
2022-08-04,171.79,0.39740517795568836
2022-08-03,174.59,1.6298969672274355
2022-08-02,172.92,-0.9565267197434079
2022-08-01,173.91,0.5725190839694709
2022-07-29,174.52,0.3507561382324269
2022-07-28,174.2,-0.1833600733440417
2022-07-27,173.2,-0.5740528128587831
2022-07-26,173.68,0.2771362586605186
2022-07-25,172.46,-0.702441271303546
2022-07-22,172.12,-0.1971471645598999
2022-07-21,171.31,-0.47060190564722415
2022-07-20,170.71,-0.3502422508901957
2022-07-19,171.69,0.5740729892800596
2022-07-18,174.23,1.479410565554192
2022-07-15,178.23,2.2958158755667797
2022-07-14,175.68,-1.430735566402953
2022-07-13,175.44,-0.13661202185792867
2022-07-12,175.85,0.2336981304149547
2022-07-11,178.35,1.4216661927779357
2022-07-08,178.28,-0.03924866834874863
2022-07-07,178.5,0.12340139107022596
2022-07-06,178.3,-0.1120448179271645
2022-07-05,178.14,-0.08973639932699103
2022-07-01,179.52,0.7746716066015628
2022-06-30,177.51,-1.119652406417123
2022-06-29,176.99,-0.2929412427468773
2022-06-28,176.94,-0.028250183626199993
2022-06-27,182.12,2.9275460608115784
2022-06-24,182.29,0.09334504722160526
2022-06-23,179.66,-1.4427560480552941
2022-06-22,175.74,-2.18189914282533
2022-06-21,173.01,-1.5534312051894947
2022-06-17,169.46,-2.0519045141899213
2022-06-16,170.08,0.3658680514575738
2022-06-15,169.99,-0.05291627469426353
2022-06-14,168.19,-1.0588858168127604
2022-06-13,170.81,1.5577620548189575
2022-06-10,172.55,1.0186757215619746
2022-06-09,173.71,0.6722689075630232
2022-06-08,177.28,2.0551493869092123
2022-06-07,178.34,0.597924187725633
2022-06-06,176.4,-1.0878098015027462
2022-06-03,176.42,0.011337868480715312
2022-06-02,177.15,0.4137852851150766
2022-06-01,177.71,0.3161162856336451
2022-05-31,179.53,1.0241404535479113
2022-05-27,181.09,0.8689355539464169
2022-05-26,179.46,-0.9001049202054202
2022-05-25,179.62,0.08915635796277532
2022-05-24,181.4,0.9909809598040313
2022-05-23,179.44,-1.080485115766267
2022-05-20,176.98,-1.370931787784222
2022-05-19,173.94,-1.7177082156175794
2022-05-18,175.5,0.8968609865470866
2022-05-17,178.82,1.891737891737888
2022-05-16,178.08,-0.4138239570517731
2022-05-13,176.85,-0.6907008086253471
2022-05-12,177.87,0.5767599660729489
2022-05-11,176.13,-0.9782425366841003
2022-05-10,177.09,0.5450519502640141
2022-05-09,177.33,0.13552430967305273
2022-05-06,176.37,-0.5413635594654079
2022-05-05,176.76,0.22112604184384324
2022-05-04,180.2,1.946141661009277
2022-05-03,178.29,-1.0599334073251925
2022-05-02,178.64,0.19630938358853237
2022-04-29,180.46,1.0188087774294794
2022-04-28,183.46,1.6624182644353318
2022-04-27,182.1,-0.741306006758974
2022-04-26,184.68,1.416803953871506
2022-04-25,186.01,0.7201646090534893
2022-04-22,181.54,-2.4030966077092626
2022-04-21,183.36,1.0025338768315641
2022-04-20,183.89,0.28904886561953136
2022-04-19,183.08,-0.4404807221708489
2022-04-18,177.66,-2.9604544461437707
2022-04-14,179.9,1.2608353033885
2022-04-13,180.66,0.42245692051139017
2022-04-12,179.9,-0.42067972987932634
2022-04-11,179.84,-0.03335186214563773
2022-04-08,182.12,1.2677935943060503
2022-04-07,181.76,-0.19767186470459785
2022-04-06,182.23,0.25858274647887264
2022-04-05,177.61,-2.535257641442121
2022-04-04,176.47,-0.6418557513653593
2022-04-01,178.19,0.9746699155663846
2022-03-31,177.23,-0.5387507716482451
2022-03-30,179.59,1.3316030017491474
2022-03-29,177.74,-1.0301241717244805
2022-03-28,177.83,0.05063576009902296
2022-03-25,176.92,-0.511724680875007
2022-03-24,175.24,-0.9495817318561941
2022-03-23,174.34,-0.513581374115502
2022-03-22,175.0,0.3785706091545237
2022-03-21,175.83,0.4742857142857214
2022-03-18,174.84,-0.5630438491725013
2022-03-17,176.8,1.1210249370853398
2022-03-16,174.52,-1.289592760180996
2022-03-15,176.14,0.9282603713041349
2022-03-14,171.69,-2.526399454978988
2022-03-11,169.35,-1.3629215446444192
2022-03-10,169.66,0.1830528491290241
2022-03-09,169.36,-0.1768242367087015
2022-03-08,168.72,-0.3778932451582515
2022-03-07,172.21,2.0685158843053633
2022-03-04,169.48,-1.585273793624074
2022-03-03,168.48,-0.5900401227283456
2022-03-02,166.04,-1.4482431149097803
2022-03-01,164.0,-1.2286196097325899
2022-02-28,164.57,0.34756097560975197
2022-02-25,166.0,0.8689311539162707
2022-02-24,158.14,-4.734939759036153
2022-02-23,161.22,1.947641330466683
2022-02-22,161.14,-0.04962163503288209
2022-02-18,163.36,1.3776840014894052
2022-02-17,166.19,1.7323702252693338
2022-02-16,167.21,0.6137553402731875
2022-02-15,167.31,0.05980503558399276
2022-02-14,165.6,-1.0220548682087192
2022-02-11,167.71,1.274154589371989
2022-02-10,169.42,1.0196171963508316
2022-02-09,171.49,1.2218156061858232
2022-02-08,171.51,0.011662487608596308
2022-02-07,171.06,-0.2623753716984366
2022-02-04,171.63,0.3332164152928757
2022-02-03,172.76,0.6583930548272421
2022-02-02,172.77,0.005788376939117462
2022-02-01,170.88,-1.0939399201250302
2022-01-31,172.29,0.8251404494382003
2022-01-28,171.79,-0.29020836960937957
2022-01-27,170.59,-0.6985272716688915
2022-01-26,168.38,-1.295503839615457
2022-01-25,167.63,-0.4454210713861504
2022-01-24,162.97,-2.779931993079996
2022-01-21,164.87,1.1658587470086554
2022-01-20,165.25,0.23048462424940583
